post_id,date,date_original,year,text,source_url,scheduled_datetime
2206,1909-06-05,5 июня 1909.,1909,"Очень приятно играл вчера Трояновский. Были Чертков и Гольденвейзеры. Здоровье все плохо. Нынче ничего не делал: чуть-чуть поправил ""Единую заповедь"" и статью о Джордже. Приехал сын Джорджа с фотографом. Приятный.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-07-25 09:00:00
2207,1909-06-06,6 июня 1909.,1909,"Вчера написал письма довольно серьезные, особенно одно о Геккеле и самоубийстве. Кажется, немного ""Единую заповедь"". Опять вечером играл Трояновский. Нынче встал немного бодрее. Очень много работал над ""Единой заповедью"" с большим напряжением. Послал телеграмму Тане, что едем с Софьей Андреевной завтра.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-07-26 09:00:00
2208,1909-06-08,8 июня 1909.,1909,"Кочеты. Встал рано и поехал. Путешествие хорошо. Беседа с предводителем мценским - православным, консерватором, непромокаемым. Милая Таня и Миша и маленькая Танечка. Особенно живо чувствовал безумную безнравственность роскоши властвующих и богатых и нищету и задавленность бедных. Почти физически страдаю от сознания участия в этом безумии и зле. Здесь же меня поместили в безумную роскошь и привезли сам четверт: доктор, секретарь, прислуга. И на беду, 9 июня весь ""Круг чтения"" на эту тему.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-07-27 09:00:00
2209,1909-06-10,10 июня 1909.,1909,"Вчера гулял по парку с большим напряжением. Но мысль работает. Говорил с копачами. Старый толпыга. По двадцать пять под рожь. Земля у господ. То же вопиющее рабство. Как бы хотелось написать то художественное, что начал, и все проникнуть этим.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-07-28 09:00:00
2210,1909-06-11,11 июня 1909.,1909,"Поправка ""О любви"" плоха. Надо еще работать. С утра в постели писал молитву Сонечке. Все нехорошо. Ничего не работалось. Читал 41 письмо с недобрым чувством. Ездил верхом, очень устал. Главное же, мучительное чувство бедности, - не бедности, а унижения, забитости народа. Простительна жестокость и безумие революционеров. Потом за обедом Свербеева, французские языки и теннис, и рядом рабы голодные, раздетые, забитые работой. Не могу выносить, хочется бежать. Читал Бакунина о Мадзини. Как много, много кажется, что нужно сказать. Помоги, господи, делать то, что перед тобой нужно. Не могу и тут писать. Есть несколько хороших писем.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-07-29 09:00:00
2211,1909-06-14,14 июня 1909.,1909,"Не писал три дня. Нынче очень хорошо работал над ""Единой заповедью"". Потом ездил верхом, говорил с мужиками. Вечное недовольство своей жизнью. Вчера, 13-го, все утро не работал. Только уже поздно немного занялся ""Заповедью любви"". Молодые люди - игра в теннис - недоброе чувство и несправедливое осуждение. Очень интересная книга о Персии. Теоретически земля не может быть предметом собственности. Шах есть угнетатель и признается дурным человеком. Солдаты вербуются добровольно, и практически земля отнята, шах властвует и почитается, солдаты набираются, и правительственные власти на откупу. Третьего дня, стало быть, 12-го, кажется, ничего не делал, если не писал ""Единую заповедь"". Не ездил верхом. Все мрачное от телесных причин настроение. Интересный вечером разговор с Дашкевичем. Записать очень много надо. 9) Устроили Анну Кашинскую. Наказывают за мошенничество в подмеси к муке и т. п. А это страшное мошенничество спокойно совершается.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-07-30 09:00:00
2212,1909-06-15,15 июня 1909.,1909,"Утром походил. Начал писать, но скоро оставил, не кончив. Все уясняется и усиливается. Помогай бог кончить. Кажется, не заблуждаюсь, что важно. Нездоровится, болит голова и желудок. Написал письмо каторжному. Письма неинтересные. На душе очень хорошо. Записать нечего. Читаю буддийский катехизис. Все подвигаюсь в внутренней работе. Никогда не поверил бы, что это возможно в 81 год. Все большая и большая строгость к себе и оттого все большее и большее удовлетворение.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-07-31 09:00:00
2213,1909-06-16,16 июня 1909.,1909,"Вчера очень нездоровилось. И целый день все хуже и хуже. Утром опять поработал над ""Единой заповедью"". Кажется, подвигаюсь. Не дурно. Продиктовал и подписал несколько писем. Ходил через силу. Соня уехала. Не читал ""Круга чтения"". Записать: 2) Когда я задался задачей подавлять в себе всякое чувство недоброжелательства, мне дело это казалось не важно, главное, потому, что я не верил в возможность его исполнения. Так мне казалось и первые дни. И вот прошло, я думаю, около двух месяцев, и я нынче думал на прогулке о том, к кому у меня есть недоброе чувство, стал вспоминать и - удивленье и радость перебирал, кого мог, и не нашел никого. Подумал, что, может быть, это - хорошее расположенье духа, в котором я нынче. Но нет, и во времена самого дурного расположения духа у меня уже нет этого недоброжелательства, хотя и нет той любви ко всем, какую испытываю теперь. Главное при этом нужное и действительное: это ловить себя в недоброжелательстве в мыслях и подавлять, разъясняя. Как бы хотелось научить этому людей. Да не поверят или подумают, что это то, что одно нужно на свете - не нужно им. Вчера приехал Михаил Сергеевич, привез рассказ о Парфении и царе и статью в ""Русских ведомостях"". Вот с чем надо бороться: это с удовольствием, испытываемым от похвал, признания значения. Скверно это. Буду стараться.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-01 09:00:00
2214,1909-06-17,17 июня 1909.,1909,"Встал гораздо лучше здоровьем. Очень слаб, походил, напился кофе, записал дневник и сам не знаю, что буду делать. Художественное не тянет. В этом тоже, слава богу, стал лучше. Не придумываю, что писать и писать ли вообще, а отдаюсь побуждению и думаю, что оно верно, если нет других.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-02 09:00:00
2215,1909-06-19,19 июня 1909.,1909,"Вчера, кажется, немного работал над ""Единой заповедью"". Ходил много. Спал, к обеду много народа. Пустота разговора тяжела. Вечером, спасибо Любови Дмитриевне, пришлось серьезно поговорить с девочками. Мальчики боятся. Нынче много ходил. Теперь 10 часов. Хочется много работать. 1) Человек ограбил все селение и сложил в кучу ограбленное и сторожит. Пришел раздетый и утащил рубаху. Грабитель поймал и по закону, который сам составил, наказал. Разве не то же самое со всеми богачами среди бедных и в особенности с земельными собственниками: не переставая грабят тысячи людей на миллионы. У них взяли корм с земли для коровы, лошади - судят и казнят не грабителя, а взявшего необходимое с земли, которая его по самым неоспоримым актам. Прежде чем составлять законы, запрещающие воровство хомута, дерева, сена, надо бы составить законы, запрещающие грабеж самой законной собственности людей - земли.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-03 09:00:00
2216,1909-06-20,20 июня 1909.,1909,"Вчера ничего не работал, если не считать поправки в ""Единую заповедь"". Славно поговорил с Базилевскими девочками. Как жалко всех таких. Походил, голова лучше.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-04 09:00:00
2217,1909-06-21,21 июня 1909.,1909,"Попытался прочесть и продолжать художественное. Могу, но едва ли успею из-за других дел. Ничего не делал больше. Ездил верхом - на хуторе беседовал с мужиками. Очень, очень устал.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-05 09:00:00
2218,1909-06-22,22 июня 1909.,1909,"Сколько помнится, ничего не делал вчера, если не поправлял ""Единую заповедь"", и несколько писем, из которых одно обратительное бросил. Потом поехал с тремя Танями в лес. Пошел оттуда и набрел на косцов - вся деревня. Говорил о многом с ними, о земле, о солдатчине, о том, что сами себя порабощают. О том, что трудно освободиться от бедности, а еще труднее от богатства. Что жить надо для души, и все будет хорошо. Обедал, читал. Чувствовал себя сравнительно бодро.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-06 09:00:00
2219,1909-06-23,23 июня 1909.,1909,"Случилось неожиданное то, что я прочел вслух ""Единую заповедь"". Ответ - молчание и явно скука. Спал очень хорошо. Проснувшись, думал и о вчерашнем. Пора понять, что если хочешь служить людям, то работай для широкого круга - рабочего народа и его имей перед собой, когда пишешь. Наш брат в огромном большинстве безнадежен. А те жаждут. Записать: 1) Дурное расположение духа не только не вредно, но всегда полезно для работы над собой. 2) Нельзя ли вместо того, чтобы думать, что мысль плохо работает от неприлива крови к мозгу, или на душе мрачно оттого, что печень не в порядке, думать, что недостаточно прилива крови к мозгу и печень не в порядке от слабости работы мысли и от мрачности души. Одно нераздельно с другим. Что причина и что следствие. Признаем же мы обыкновенно вещество причиной духовного потому, что внимание наше направлено на вещественные изменения, а не на духовные. 3) Когда человек один, ему легко быть хорошим. Только сойдись с другими и он становится дурен. И чем больше людей сходится вместе, тем труднее им удержаться от дурного. От этого-то так важна, нужна любовь. Только с нею, не делаясь хуже, могут сходиться люди.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-07 09:00:00
2220,1909-06-24,24 июня 1909.,1909,"Все ничего не пишу, кроме поправок ""Единой заповеди"" и писем. Вчера начал поправлять, упрощая язык и форму. Но повело это только к перестановке глав и исправлениям. Ходил гулять. Нога не хужеет. Вечер со всеми. Голицына. Тяжело говорить без цели. Нынче только проснулся - известие о Черткове. Отказ. Написал ему и Гале письма. Опять занялся ""Единой заповедью"", погулял и теперь поеду в Велью к старику. Получил Июнь ""Круга чтения"". На душе очень хорошо.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-08 09:00:00
2221,1909-06-26,26 июня 1909.,1909,"Совершенно неожиданно пропустил день. Третьего дня опять поправлял ""Единую заповедь"". Читал ""Новый круг чтения"". Недурно. Ходил пешком недалеко. Приехала Зося. Я ходил встречать и встретил Василия Панюшкина. Долго гуляя, говорил с ним. Прекрасный юноша. В этих, только в этих людях надежда на будущее. Да хоть ничего не выходи из них, хорошо и для них, и для меня, и для всех, что они есть. Вчера, 25-го, опять то же. Все больше и больше просится ""Казнь Евдокима"". Ходил по парку. Большая слабость, сонливость. После обеда ходил к Ефрему. Только ограниченность большая и еще большее самомнение. Нынче ошибся часом и встал в 6. Погулял, начал новое ""Нет в мире виноватых"" и кое-что сделал.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-09 09:00:00
2222,1909-06-29,29 июня 1909.,1909,"Встал рано. Казалось, спал хорошо. Пошел гулять, хорошие мысли, нужные, но на половине прогулки ослабел, насилу дошел. И дома ничего не мог делать путного. Поправлял ""Единую заповедь"". От Черткова известие, что он не приедет. Это лучше. Слабость все хуже и хуже. Спал днем от 2 до 4-го часа. Теперь 5-й, встал и все-таки слаб.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-10 09:00:00
2223,1909-06-30,30 июня 1909.,1909,Вчера вечер ничего не делал. Прошелся. Немного свежей. Сегодня хорошо спал. Чертков приезжает. Поеду в час. Гулял. Написал новую главу о чудесах недурно. Хорошие письма от мужиков и Молочникова. Письмо Александра.,https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-11 09:00:00
2224,1909-07-02,2 июля 1909.,1909,"Страшно слаб. Чуть-чуть приписал к ""О науке"" и ничего не делал. На душе недурно. Отложил отъезд. Как нарочно вчера играла со мной в карты воспитанница Сухотина, директриса гимназии, с белыми руками, сытая, хорошая, выхоленная - крестьянская сирота, которой дали образование... Нынче встал рано, слаб, но хочу все-таки поехать. Записано что-то, чего не могу ни разобрать, ни вспомнить.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-12 09:00:00
2225,1909-07-03,3 июля 1909.,1909,"Два дня пропустил. 30 июня. Поехал к Черткову. Радостное свидание с ним. Вечером опять к нему. 1 июля. Утром писал очень недурной ответ крестьянину об образовании. Не кончил еще. Поехал на ярмарку. Хорошо было, но ожидал большего. Вечером к Черткову. Опять хорошо очень было. Он сделал замечания об ""Единой заповеди"" верные.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-13 09:00:00
2226,1909-07-05,5 июля 1909.,1909,"Ясная Поляна. Поехал 3-го, как решил. Был у милого Абрикосова. Таня провожала до Мценска. Поехал в третьем классе, и очень приятно - жандарм и переселенцы. Те люди, с которыми обращаются, как с скотиной, а которые одни делают жизнь и историю (если она кому-нибудь интересна). Дома хорошо. Саша все такая же и хорошая. Вчера, 4. Читал кучу писем. Есть хорошие. Ездил к Гале проститься. Писал ""О науке"" немного. После обеда пришел милый Николаев. Хорошо говорили, и поправил по его совету места в ""Неизбежном перевороте"". Здоровье недурно. На душе очень хорошо. Записать: 1) Самый трудный, критический возраст - это когда человек перестает телесно расти, сильнеть... я думаю, около 35 лет. Развитие, рост тела кончается, и должно начинаться развитие, рост духовный. Большей частью люди не понимают этого и продолжают заботу о росте телесном, и ложное взятое направление бывает губительно.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-14 09:00:00
2227,1909-07-08,8 июля 1909.,1909,"Третьего дня, 6-го. Не помню, кажется, поправлял немного о науке. Ходил по саду. Ничего больше не помню. На душе хуже. Но не падаю. Иван Иванович милый был, хорошо говорили. Вчера совсем ничего или почти ничего не писал. Ездил к Марье Александровне. Олсуфьевы. Вечером Андрей. Мало борюсь с отвращением к нему. Хочу и буду бороться. Соня больна рукою. Олсуфьевы и Маша приятны. Читал Маше о науке. Нынче, 8-го, писал очень недурно. Да, забыл, вчера был бестолковый разговорщик, я недобр был. Ездил верхом один тихо. Сашины дела кончились. Стражника нет больше.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-15 09:00:00
2228,1909-07-11,11 июля 1909.,1909,"Нынче очень хорошо доканчивал ""О науке"". Ездил с Онечкой к Чертковым. У нас Денисенки, которые мне очень приятны. Сейчас Леночка рассказала мне историю Веры. Я рад был узнать. Вчера тоже писал письма вечером, а потом ""О науке"" и, главное, кажется, кончил ""Единую заповедь"" и письма. Третьего дня помню только, что ездил верхом. Не помню. Устал. Решил ехать в Штокгольм. На душе хорошо.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-16 09:00:00
2229,1909-07-12,12 июля 1909.,1909,"Очень мало спал. С утра дурно обошелся с глупым малым, просившим автограф. Два раза начинал говорить с ним серьезно, оба раза он перебивал меня, прося ""на память"". Вчера вечером было тяжело от разговоров Софьи Андреевны о печатании и преследовании судом. Если бы она знала и поняла, как она одна отравляет мои последние часы, дни, месяцы жизни! А сказать и не умею и не надеюсь ни на какое воздействие на нее каких бы то ни было слов. С утра до кофе взялся за ""О науке"" и поправил, но весь вышел. Усталость мозга. Утром в постели записал кое-что для конгресса.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-17 09:00:00
2230,1909-07-13,13 июля 1909.,1909,"Встал слабый. Но работал. ""О науке"" недурно. Гулял слабый. Вечером Николаев, Гольденвейзер. Сон лучше.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-18 09:00:00
2231,1909-07-14,14 июля 1909.,1909,"Встал слаб. Кое-что записал ночью. Опять все утро занимался письмом ""О науке"". Все еще не совсем кончил. Ездил с Онечкой в Засеку. Очень приятно. Заснул. Встал очень слабый. Соне хуже. Много думал - не важного, но хорошего, даже очень. Теперь 9-й час.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-19 09:00:00
2232,1909-07-19,19 июля 1909.,1909,"Четыре дня не писал. Все эти дни все писал письмо ""О науке"". Вчера, помню, был Давыдов. Я ходил пешком. 17-го ездил верхом с Онечкой, был, кажется, Андрей. Вел себя хорошо - я. 16-го не помню. Нынче с утра ходил, хорошо думал; нынче писал ""О науке"", потом колпенские мужики, потом милые юноши, рабочие из курсов Тиле. Хорошо поговорили. Ездил верхом. Соня все так же хворает. Был с ней сначала тяжелый, а потом хороший, умиленный разговор.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-20 09:00:00
2233,1909-07-20,20 июля 1909.,1909,"Вчера ночью получена телеграмма от Поповой, матери судимого, о том, что она едет. Нынче утром, проснувшись, стал думать о том, что я мог бы для нее сделать, и написал письмо Столыпину, кажется, недурное. Чувство было хорошее. Два дня читал понемногу Мечникова книгу и ужасался на ее легкомыслие и прямо глупость. Хотел написать недоброе. Нынче решил, что если напишу, то напишу любовное. Записать: 3) Первая мысль при известии о перелете Ламанша - как применить аэропланы к войне, к убийству. Хотел здесь вписать пришедший в голову рассказ, да не осилю сейчас, здесь. Начну отдельно. Сейчас для Штокгольма перечитывал и письмо к шведам, и ""Царство божие"". Все как будто сказано. Не знаю, что еще сказать. Кое-что думаю, что можно и должно. Видно будет. Читая же это свое старое писанье, убедился, что теперешние мои писанья хуже, слабее. И слава богу, не огорчаюсь этим. Напротив: буду удерживаться от писанья. Другая, более важная и нужная работа предстоит мне. Помоги, бог мой.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-21 09:00:00
2234,1909-07-21,21 июля 1909.,1909,"С вечера вчера Софья Андреевна была слаба и раздражена. Я не мог заснуть до 2-х и дольше. Проснулся слабый. Меня разбудили. Софья Андреевна не спала всю ночь. Я пошел к ней. Это было что-то безумное. Душан отравил ее и т. п. Письмо Стаховича, про которое я должен был сказать, потому что она думала, что что-то скрываю от нее, вызвало еще худшее состояние. Я устал и не могу больше и чувствую себя совсем больным. Чувствую невозможность относиться разумно и любовно, полную невозможность. Пока хочу только удаляться и не принимать никакого участия. Ничего другого не могу, а то я уже серьезно думал бежать. Ну-тка, покажи свое христианство. Теперь или никогда. А страшно хочется уйти. Едва ли в моем присутствии здесь есть что-нибудь, кому-нибудь нужное. Тяжелая жертва, и во вред всем. Помоги, бог мой, научи. Одного хочу - делать не свою, а твою волю. Пишу и спрашиваю себя: правда ли? Не рисуюсь ли я перед собой? Помоги, помоги, помоги. Записано одно: Считать свою жизнь центром жизни есть для человека безумие, сумасшествие, аберрация.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-22 09:00:00
2235,1909-07-22,22 июля 1909.,1909,"Вчера ничего не ел и не спал, как обыкновенно. Очень было тяжело. Тяжело и теперь, но умиленно хорошо. Да, - любить делающих нам зло, говоришь. Ну-ка, испытай. Пытаюсь, но плохо. Все больше и больше думаю о том, чтобы уйти и сделать распоряжение об имуществе.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-23 09:00:00
2236,1909-07-23,23 июля 1909.,1909,"Решил отдать землю. Вчера говорил с Иваном Васильевичем. Как трудно избавиться от этой пакостной, грешной собственности. Помоги, помоги, помоги. Писал вчера утром. В продолжение дня ничего путного не сделал. Продиктовал пустые письма и диктовал заявление в конгресс мира (плохо очень). Ездил в Телятинки. Таня милая приехала. Милая, но все-таки чуждая, не до такой степени, как сыновья, но милая, ищущая близости, не борющаяся с истиной. Читал прекрасный рассказ о казнях. Очень мало спал и опять умиленно взволнован. Ходил много. Теперь 10 часов. Едва ли что буду работать. Записать: 1) Записано так: считать одну свою жизнь жизнью - безумие, сумасшествие. Неверно. Этого не бывает. Сказать лучше: чем большую долю жизни признаешь в своей жизни, тем меньше жизни; и наоборот. 4) В то время, как мыслящие люди нашего времени заботятся о том, как бы освободиться от собственности вообще и самой преступной - земельной собственности, у нас заботятся об утверждении чувства собственности. Вроде того, как если бы в половине прошлого века у нас заботились бы о том, чтобы укрепить, утвердить чувство рабовладения и рабства.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-24 09:00:00
2237,1909-07-24,24 июля 1909.,1909,"Вчера, как и предвидел, ничего не работал. Кое-какие неважные письма. Приехали Гинцбург и Поссе. Поссе - образец ""интеллигенции"". Кажется, хороший, даже наверно. Ездил с Онечкой. После обеда говорил с милой Таней очень хорошо. Она указала мне на мой прежний грех - верно. Вечером дети и все веселились, плясали. Соне немного лучше, но она очень жалка. Вот где помочь, а не отворачиваться, думая о себе. Спал немного. Все та же слабость и умиление. Думал много, но разбросанно. От Черткова очень хорошее, радостное письмо.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-25 09:00:00
2238,1909-07-25,25 июля 1909.,1909,"Почитал ""Круги"". Потом начал писать для конгресса мира. Лучше, но слабо. Попался томик французских моих писем. Очень хорошо переведено и хорошо по содержанию. Я, очевидно, стал умственно слабее. Надо не писать глупостей.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-26 09:00:00
2239,1909-07-26,26 июля 1909.,1909,"Вчера приехал шурин Ал. Берс с семьей. Никак не мог удержать не выражения, но в себе отвращения. Дурно. Стал слаб в общении с людьми. Ездил немного верхом. Написал несколько ничтожных писем. На душе хорошо. Софья Андреевна уж говорила, что я ей обещал не ехать в Швецию. Здоровье ее лучше. Немного писал о войне и письмо французское Стыку. Да, это хорошее определение любви: Быть одним из людей - это ничто; быть просто человеком - это уже нечто; быть вполне человеком - вот то, что меня привлекает (Амиель). Приехали к обеду сын Сергей и Бутурлин, и утром еще Маклакова. После обеда заговорил о поездке в Швецию, поднялась страшная истерическая раздраженность. Хотела отравиться морфином, я вырвал из рук и бросил под лестницу. Я боролся. Но когда лег в постель, спокойно обдумал, решил отказаться от поездки. Пошел и сказал ей. Она жалка, истинно жалею ее. Но как поучительно. Ничего не предпринимал, кроме внутренней работы над собой. И как только взялся за себя, все разрешилось. Целый день болел живот. Письма ничтожные. Интересный разговор с Бутурлиным. Иван Иванович все растет и все ближе и ближе мне.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-27 09:00:00
2240,1909-07-27,27 июля 1909.,1909,"Спал мало, но встал без боли. Ходил гулять, молился и умилялся до слез от внутренней радости и благодарности. И теперь есть отзвуки этого чудного чувства. Вернулся. Написал письмо Мечникову и французское Стыку. Немного поправил шведское.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-28 09:00:00
2241,1909-07-29,29 июля 1909.,1909,"Вчера не писал. Третьего дня вечером много народа: Сергей, Раевский, Гольденвейзер. Неприятный спор с Сергеем. Разумеется, кругом виноват я. Говорил ему неприятности. Вчера почти не спал. Ночью написал в дневник представление о людях и их жизни. Делать ничего не делал. Началось опять мучительное возбуждение Софьи Андреевны. Мне и тяжело и жалко ее: и слава богу, удалось успокоить. Приехала Машенька, очень приятно. Нынче ничего не делал. Шведскую речь начал, но не пошло. Есть что записать, но некогда.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-29 09:00:00
2242,1909-07-30,30 июля 1909.,1909,Вчера ездил верхом в Колпну и к Чертковым. Был в дурном духе сердился даже на лошадь. Вечером Гольденвейзер. Разговор с Софьей Андреевной. Как будто лучше. Записать о музыке.,https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-30 09:00:00
2243,1909-08-01,1 августа 1909.,1909,"Ездил третьего дня в Колпну. Ошибся. Кажется, никуда не ездил. Вечером Бутурлин и Гольденвейзер. Вчера переводил ""Конгресс"" и ездил верхом с Сашей. Вечером прочел вслух речь конгрессу - нехорошо. Нынче поправил. Лучше. Очень тяжело. Должно быть, даже наверное, сам виноват. Нынче лучше. Все не раздумал план. Записать: 2) Как ни странно это кажется, самые твердые, непоколебимые убеждения, это самые поверхностные. Глубокие убеждения всегда подвижны.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-08-31 09:00:00
2244,1909-08-02,2 августа 1909.,1909,"Вчера ходил по дождю в скверном настроении. Худого не сделал, но на душе нехорошо, нет любви по чувству. Вечер сидел со всеми. Нынче проснулся в 5 и думал хорошо. Об истинной вере в бога, той, при которой не нужно чудес и не интересна природа и ее изучение. Потом думал о конгрессе и записал, не одеваясь. Потом походил, написал два письма крестьянам. Прочел письма. Пришла Софья Андреевна, объявила, что она поедет, но все это, наверное, кончится смертью того или другого, и бесчисленные трудности. Так что я никак уже в таких условиях не поеду.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-09-01 09:00:00
2245,1909-08-05,5 августа 1909.,1909,"Прошло два дня незаписанных. Вчера вечером приехали разбойники за Гусевым и увезли его. Очень хорошие были проводы: отношение всех к нему и его к нам. Было очень хорошо. Об этом нынче написал заявление. Пропасть писем. Много просительных, прекрасные письма Александра. Теперь скоро час. Вчера, 4-го, исправлял ""Конгресс"" и, кажется, почти хорошо. Ездил с Онечкой верхом. Читал всем ""Единую заповедь"". Онечка понимает. Третьего дня, 3-го. Приехала Вера. Ездил верхом с Онечкой далеко в Засеку, плутал. Утром тоже ""Конгресс"". Вот и все. Софья Андреевна готовится к Стокгольму и, как только заговорит о нем, приходит в отчаяние. На мои предложения не ехать не обращается никакого внимания. Одно спасение: жизнь в настоящем и молчание.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-09-02 09:00:00
2246,1909-08-08,8 августа 1909.,1909,"Опять прошло два дня. 6 августа был важный день. Я, как обыкновенно, гулял, потом сел за работу ""О войне"", пришла Софья Андреевна и объявила, что конгресс отложен. То же сообщил и Александр Стахович. Говорил с ним, и его самоуверенная, развязная и добродушная ограниченность раздражают меня. Вел себя дурно, слушал себя. Важное-то было не 6-го, а 5-го вечером. Приехали полицейские за Гусевым и увезли его в тюрьму, а потом в Чердынь. Все это прошло очень хорошо. И он держал себя хорошо, как это и свойственно ему, и все высказали ему заслуженную им любовь и уважение. Стахович приехал уже на другой день. Тот день, в который уезжали Денисенки. Я ездил с Сашей верхом. Дома Миташа. Он умен, но Стахович несносен. Я был очень мрачен. 7-го, вчера. Вернувшись с прогулки, застал двух: один юноша, другой грузин политический, возвращающийся из ссылки. Сначала принял холодно. Разговорился и, слава богу, полюбил. Юноша сказал мне, что меня обвиняют за то, что я отдал имущество фиктивно семье. Это, к стыду моему, огорчило меня, хотел просить кого-нибудь написать об этом. Плох я, забываю, что жизнь только перед богом и в себе и вне себя. Потом докончил о войне и о Гусеве. О Гусеве плохо, но пошлю. Ездил верхом. Вечером сидел со всеми. Физически дурное настроение. Вел себя не совсем хорошо, но и не дурно совсем. Записать: 1) Не люблю я говорить с людьми, которые, слушая вас, делают вид, что они знают то, что вы скажете, и вперед соглашаются с вами. Мы, мол, понимаем друг друга, и все. Крестьяне свои почти всегда слушают и говорят так. 2) Любовь к себе - своему телесному я и ненависть к людям и ко всему одно и то же. ""Люди и все не хотят меня знать, мешают мне, как же мне не ненавидеть их?"" 3) Наша вся жизнь подобна сновиденью одной ночи в котором забыто все, что было до этого сновидения.",https://libking.ru/books/prose-/prose-rus-classic/184270-lev-tolstoy-dnevniki.html,2032-09-03 09:00:00
